customerID,complaint,complaint_number
0930-EHUZA,"I was promised reliable tech support, but when I reached out regarding the streaming issues, I received no useful assistance. The representative just told me to reboot my system, which did not resolve the problem.",2
0930-EHUZA,The monthly charges on my bill seem unusually high compared to what I was initially quoted when signing up for this package. Can you clarify why the costs have increased?,3
0930-EHUZA,"I opted for mailed checks as a payment method, but my recent payment was delayed in being processed, causing unnecessary worry about potential service disruption.",4
2984-MIIZL,"The internet service has been extremely unreliable, with frequent outages and slow speeds, despite paying a high monthly fee. I’ve contacted support multiple times, but the issue remains unresolved.",1
9450-TRJUU,"The streaming TV service frequently buffers and interrupts while I'm trying to watch shows, despite having fiber optic internet. This has been very frustrating and needs immediate attention.",1
6996-KNSML,"The internet service has been extremely slow and unreliable since I signed up, making it impossible to complete my work or browse online efficiently.",1
6996-KNSML,"When I called to report the issue, customer support was unhelpful and offered no solutions, which has been very frustrating.",2
6664-FPDAC,"The internet service has been consistently unreliable with frequent outages, making it difficult to use StreamingTV and StreamingMovies, which I heavily rely on.",1
6664-FPDAC,"I am frustrated that despite paying a premium of $111.95 per month, I am not receiving the quality of service I was promised, especially with Fiber optic internet.",2
6664-FPDAC,"Your customer support has not been helpful in resolving my issues. I have called multiple times, but the problem remains unresolved.",3
6664-FPDAC,The electronic check payment method is inconvenient and outdated. I would prefer more modern and flexible payment options.,4
6664-FPDAC,"I am deeply disappointed with the overall service, which is why I have decided to cancel my contract despite being a loyal customer for 56 months.",5
1989-PRJHP,"The internet service has been extremely inconsistent, with frequent outages and slow speeds, making it difficult to complete essential online tasks.",1
1989-PRJHP,"I attempted to contact customer service for assistance with the internet issues, but the response was unhelpful and delayed, leaving my problem unresolved.",2
1989-PRJHP,"Despite the poor service and lack of resolution to my issues, I was still charged the full amount this month, which feels unfair given the circumstances.",3
7825-GKXMW,"The internet speed with DSL has been extremely slow, and it’s making it difficult to complete basic online tasks. I need this issue resolved immediately.",1
7825-GKXMW,"I had requested assistance from your customer support about the internet issues, but I haven’t received any helpful response or solution so far. This level of service is very frustrating.",2
3239-TPHPZ,"I am frustrated with the lack of internet service options in my plan. I expected a more comprehensive package when signing up for a two-year contract, but I am limited to phone service only. I would like to know if there are any upgrades or alternatives available.",1
